Date,CITY,CNT
2019-11-18,RAJAGIRIYA,2
2019-09-25,MAKUMBURA,1
2019-10-02,BORALESGAMUWA,1
2020-03-10,NEGOMBO,2
2019-10-19,COLOMBO 7,2
2019-11-27,COLOMBO 2,14
2020-01-30,COLOMBO 2,11
2019-07-08,PELIYAGODA,3
2019-10-03,BATTARAMULLA,5
2019-10-11,PILIYANDALA,3
2020-02-29,BADALGAMA,6
2019-10-18,COLOMBO 4,4
2019-11-21,COLUMBUCOLOMBO 1,1
2019-07-29,BORALESGAMUWA,4
2019-11-09,DEHIWALA,6
2019-11-20,KOCHCHIKADE,3
2019-09-07,KOTTE,1
2019-08-17,MALWANA,5
2019-09-28,COLOMBO 4,5
2019-10-30,BORALESGAMUWA,1
2019-09-28,COLOMBO 2,7
2019-10-03,COLOMBO 12,2
2019-07-31,KOHUWALA,1
2019-11-23,PILIYANDALA,2
2020-03-03,JA ELA,1
2020-03-17,"EKALA,JA ELA",4
2019-06-01,WENNAPPUWA,1
2020-02-10,MAHARAGAMA,1
2019-10-31,COLOMBO,21
2019-10-07,MULLERIYAWA NEW TOWN,1
2019-10-18,KOCHCHIKADE,2
2019-11-01,BIYAGAMA,8
2019-11-04,COLOMBO 9,1
2019-09-24,COLOMBO 4,6
2019-10-12,BADALGAMA,1
2019-07-22,KATUNAYAITE,1
2019-11-29,AVISSAWELLA,5
2019-08-17,NEGOMBO,3
2020-05-27,MORATUWA,1
2019-10-18,COLOMBO 2,6
2019-12-12,COLOMBO 10,13
2019-12-30,JA ELA,2
2019-08-16,RAJAGIRIYA,3
2019-11-20,COLOMBO 6,4
2019-11-29,KATUNAYAKE (FTZ),3
2019-12-20,NUGEGODA,2
2020-01-13,JA ELA,3
2020-02-17,MOUNT LAVINIA,2
2020-05-22,COLOMBO 3,2
2019-08-21,COLOMBO 7,1
2019-12-07,KAPUGODA,1
2020-04-22,Ekala,2
2020-05-30,JAFFNA,2
2020-05-06,MATALE,1
2019-06-10,COLOMBO 10,1
2020-05-30,LANGAPATHA RD,1
2019-10-30,COLOMBO 5,1
2020-01-20,COLOMBO,28
2019-07-13,MADAGAMPITIYA,1
2019-08-16,PELIYAGODA,1
2019-10-31,SAPUGASKANDA,1
2019-08-24,ALUBOMULLA,1
2019-11-21,COLOMBO 7,4
2019-12-13,"MULLIYAWALAI , MULLAITIVU",1
2020-01-11,KOCHCHIKADE,1
2020-02-07,COLOMBO 6,5
2019-07-29,GALLE,2
2019-10-16,BADALGAMA,1
2020-01-21,COLOMBO 10,1
2019-07-02,COLOMBO 10,2
2019-10-14,KOCHCHIKADE,5
2019-10-26,NUGEGODA,2
2019-07-03,USWETAKEIYAWA,1
2019-08-09,DEHIWALA,6
2020-03-03,BADALGAMA,1
2019-11-30,HORANA,1
2020-01-11,KEGALLE,1
2020-02-07,BADALGAMA,1
2020-03-10,PUTTALAM,1
2019-08-01,KAPUGODA,2
2020-03-14,SEEDUWA,4
2020-05-26,BORALESGAMUWA,3
2020-03-04,DEHIWALA,2
2019-08-09,JA-ELA,4
2019-11-23,SEEDUWA,2
2020-04-21,ABC D E,1
2020-05-19,POLONNARUWA,1
2019-11-02,KATUNAYAKE,15
2020-01-24,RAGAMA,1
2020-02-01,PANADURA,2
2020-04-23,GAMPAHA,1
2019-06-08,KADUWELA,1
2019-06-28,COLOMBO 1,8
2019-10-14,MINUWANGODA,2
2019-12-26,NUWARAELIYA,1
2020-01-04,KURUNEGALA,1
2019-09-16,TALAWATUGODA,1
2019-09-18,BATTARAMULLA,3
2020-01-17,Nittabuwa,5
2019-08-21,NEGOMBO,2
2019-11-20,COLOMBO W T C,3
2020-05-14,ragama,3
2019-12-16,MOUNT LAVINIA,7
2020-05-14,HORANA,5
2020-02-22,POLGAHAWELA,1
2020-02-24,TANGALLE,1
2020-05-13,NITTAMBUWA,2
2019-09-14,COLOMBO 12,4
2019-10-16,COLOMBO 6,2
2019-09-24,COLOMBO 9,1
2020-01-22,MORATUWA,1
2020-01-22,BIYAGAMA,7
2019-07-05,COLOMBO 10,1
2019-10-03,Makola,1
2019-10-12,COLOMBO 6,2
2019-12-12,Nittabuwa,1
2020-01-25,COLOMBO 12,1
2019-06-12,NITTAMBUWA,1
2019-10-31,COLOMBO 8,3
2020-03-05,VANATHAWILLUWA,1
2020-03-14,kaduwela,1
2019-07-27,MAHARAGAMA,1
2019-12-14,23 25 rheinland place,1
2020-02-10,PELIYAGODA,4
2020-02-24,GALLE,2
2019-12-18,DANKOTUWA,1
2019-09-06,KATUNAYAKE (FTZ),1
2020-03-31,PANNIPITIYA,1
2019-06-10,KOTAHENA,1
2019-08-28,KADAWATHA,1
2019-08-30,RATMALANA,2
2019-10-02,NUGEGODA,1
2020-01-30,COLOMBO 8,1
2019-09-30,NITTAMBUWA,2
2019-10-18,MINUWANGODA,1
2020-05-15,KUNDASALE,1
2020-05-28,BIYAGAMA,4
2019-07-12,RAGAMA,6
2019-08-15,KOSGAMA,1
2019-12-26,BADULLA,1
2020-01-11,PELIYAGODA,2
2019-10-19,GONAWALA,1
2020-01-09,COLOMBO 5,1
2020-02-07,RATMALWALA,1
2019-08-15,BADULLA,1
2019-08-26,COLOMBO 7,14
2019-10-07,Biyagama,3
2019-11-04,BATTARAMULLA,5
2019-11-06,COLOMBO 1,10
2019-09-27,NEGOMBO,4
2020-02-25,COLOMBO 1,4
2020-01-03,COLOMBO 12,1
2020-02-26,COLOMBO,11
2019-09-09,DELGODA,1
2019-08-16,KATUNAYAKE (FTZ),1
2019-12-27,AVISSAWELLA,2
2020-01-06,NEGOMBO,1
2020-01-16,BIYAGAMA,9
2020-05-12,GOMPOLA,1
2019-09-24,BADALGAMA,1
2019-11-06,YAKKALA,1
2019-12-09,KELANIYA,4
2020-02-13,PUTTALAM,1
2019-08-28,Mattegoda,1
2020-02-17,ADIPPALA,1
2019-12-18,COLOMBO,12
2019-07-02,HOMAGAMA,1
2019-07-26,GAMPAHA,6
2019-08-30,HANWELLA,2
2019-09-28,RAGAMA,6
2019-12-30,PADUKKA,2
2020-01-18,JA ELA EKALA,1
2019-11-01,POLGASOWITA,1
2019-11-06,COLOMBO 10,8
2019-11-21,WATTALA,3
2019-11-29,KEGALLE,1
2019-09-28,GONAWALA,1
2019-12-07,MAHA ELAGAMUWA,1
2019-12-31,COLOMBO 5,1
2019-10-21,COLOMBO 10,9
2020-02-17,COLOMBO 14,2
2019-09-27,VEYANGODA,1
2019-11-25,JA-ELA,3
2020-04-08,COLOMBO 5,3
2019-12-12,NUGEGODA,10
2019-12-21,KURUNEGALA,1
2019-12-21,BATTARAMULLA,2
2020-01-20,RATNAPURA,2
2020-02-03,MARADANA,1
2019-06-22,HORAGALA,1
2020-03-02,COLOMBO 5,6
2019-10-17,COLOMBO 5,7
2019-10-19,COLOMBO 15,2
2019-08-15,COLOMBO 5,8
2019-09-10,MAHIYANGANAYA,1
2019-07-15,AVISSAWELLA,8
2019-10-25,BIYAGAMA IPZ,6
2020-01-13,SANDALANKAWA,2
2020-01-31,COLOMBO 10,10
2019-06-11,batharamulla,1
2019-08-07,AVISSAWELLA,1
2020-05-26,MAKOLA,1
2019-08-20,KELANIYA,1
2020-02-17,COLOMBO 11,3
2019-10-09,WENNAPPUWA,2
2020-05-05,COLOMBO 10,8
2020-02-10,COLOMBO 3,59
2019-06-14,BIYAGAMA,5
2019-06-10,DIVULAPITIYA,1
2019-07-22,SRI JAYAWARDENEPURA,1
2019-09-05,COLOMBO 5,5
2019-10-21,UDUGAMPOLA,1
2020-01-11,ragama,14
2020-01-11,AVISSAWELLA,5
2020-05-11,DIVULAPITIYA,1
2020-05-21,BANDARAGAMA,1
2020-02-07,PILIYANDALA,1
2020-05-21,RAGAMA,2
2020-03-05,COLOMBO 15,3
2020-03-17,EKALA,7
2020-01-14,RATMALANA,1
2020-01-25,DELGODA,1
2019-07-01,EKALA,1
2019-12-04,BANDARAGAMA,1
2019-12-28,MATARA,1
2020-02-22,PANNIPITIYA,1
2019-06-05,KATUNAYAKE,4
2019-06-28,GAMPAHA,10
2020-04-22,MORATUWA,1
2019-10-15,COLOMBO 3,7
2019-12-09,COLOMBO 9,1
2020-01-16,KATUNAYAKE,19
2019-10-09,RATMALANA,1
2019-12-03,COLOMBO 5,4
2019-11-20,AVISSAWELLA,1
2020-01-06,COLOMBO 7,7
2019-08-10,MALABE,2
2019-10-11,COLOMBO 4,1
2019-08-16,COLOMBO 6,2
2019-08-29,THIMBINGASKATUWA,1
2020-03-10,COLOMBO 13,3
2019-07-19,HORANA,2
2019-11-29,"KOCHCHIKADE ",2
2020-05-13,DELGODA,4
2019-10-01,KATUNAYAKE,1
2019-12-09,PILIYANDALA,2
2020-01-04,COLOMBO 5,5
2020-02-13,HORANA,1
2020-03-05,MATARA,1
2020-02-05,PARAGASTHOTA (BANARAGAMA),1
2019-06-13,KATUNAYAKE,5
2019-06-25,PANADURA,1
2019-12-27,COLOMBO 4,2
2019-09-16,COLOMBO 10,3
2019-09-30,WADDUWA,2
2020-01-31,DIVULAPITIYA,1
2019-08-05,KOCHCHIKADE,1
2019-11-01,HANWELLA,2
2019-11-01,KELANIYA,1
2019-12-28,MAHARAGAMA,2
2020-05-27,GALLE,1
2019-08-23,KAPUGODA,2
2019-07-22,GALLE,4
2019-08-02,WATTALA,5
2020-05-22,GONAWILA,1
2019-09-28,AVISSAWELLA,3
2019-07-12,GONAWALA,1
2019-10-28,PAMUNUGAMA,2
2019-11-05,NUGEGODA,2
2019-06-24,JA-ELA,1
2019-09-02,BADULLA,1
2019-10-03,Moratuwa,6
2020-01-13,NEBODA,3
2019-09-23,KAPUGODA,2
2019-12-10,COLOMBO 12,1
2020-02-10,Dehiwal,1
2020-01-11,PILIYANDALA,1
2019-12-02,COLOMBO 2,9
2019-12-27,RATMALWALA,1
2019-10-28,KATUNAYAKE,25
2019-11-26,COLOMBO 5,2
2020-01-06,KAPUGODA,3
2019-08-17,COLOMBO 3,47
2019-09-19,NUGEGODA,2
2020-04-22,BIYAGAMA,1
2019-08-01,KATANA,1
2020-02-26,BENTOTA,1
2020-05-19,RANALA,1
2020-02-17,SEEDUWA,2
2020-03-05,MAHARAGAMA,3
2020-03-05,Wathupitiwala,1
2019-06-28,JA-ELA,3
2019-12-05,DEHIWALA,6
2020-04-21,COLOMBO 12,1
2019-08-19,KANDANA,1
2019-12-07,MAKOLA,1
2019-06-21,MAKOLA,1
2020-03-14,COLOMBO 11,1
2019-10-21,HOMAGAMA,9
2019-08-06,COLOMBO 5,4
2019-10-18,AVISSAWELLA,6
2019-12-05,KOSWATE,1
2019-09-12,HANWELLA,1
2020-01-31,RATMALANA,1
2020-01-24,COLOMBO 13,2
2019-08-05,SANDALANKAWA,2
2019-09-06,COLOMBO 6,2
2020-02-29,"GANGODAWILA,NUGEG",1
2019-07-13,WATTALA,8
2019-09-27,KAPUGODA,3
2019-11-20,PELIYAGODA,2
2020-05-11,HOKANDARA,2
2019-12-30,COLOMBO 6,1
2020-01-08,KELANIYA,1
2019-09-20,NEGOMBO,1
2019-11-06,RATNAPURA,1
2020-02-19,DELGODA,1
2019-08-23,WATTALA,5
2019-09-18,GAMPAHA,1
2019-10-14,AVISSAWELLA,2
2019-08-08,COLOMBO 15,3
2019-12-21,KELANIYA,2
2020-05-11,HOMAGAMA,1
2019-11-05,"AKURANA, KANDY",1
2020-02-01,NUGEGODA,2
2020-03-19,DELGODA,1
2020-01-11,BIYAGAMA EPZ,1
2020-01-18,MALWANA,8
2020-03-19,GANEMULLA,1
2019-08-05,COLOMBO 6,8
2020-02-01,Welisara,1
2019-10-29,JA-ELA,1
2019-11-23,KADAWATHA,5
2019-06-29,RAGAMA,4
2020-01-23,MINUWANGODA,1
2019-06-04,GAMPAHA,5
2019-11-08,I P Z KATUNANYAKE,4
2020-01-27,COLOMBO 4,3
2019-11-30,KATUNAYAKE,13
2020-04-28,MALWANA,11
2019-06-24,WATTALA,2
2019-08-03,Bepzbiyagama,1
2019-08-13,WENNAPPUWA,1
2019-07-17,BATTARAMULLA,1
2019-12-19,RAJAGIRIYA,6
2020-01-07,NUGEGODA,1
2020-05-06,BATTARAMULLA,1
2020-05-14,MATARA,6
2019-06-12,MINUWANGODA,1
2019-10-08,KEGALLE,1
2020-05-15,KULIYAPITIYA,1
2019-07-27,DUNAGAHA,1
2020-01-01,RATMALANA,1
2019-08-24,KATUNERIYA,1
2019-09-14,DEHIWALA,7
2019-08-20,DEHIWALA,1
2019-11-08,NUGEGODA,4
2020-04-08,KATUNAYAKE,17
2019-06-25,RAGAMA,1
2019-08-29,DANKOTUWA,8
2019-09-25,KADAWATHA,1
2019-10-17,POLGAHAWELA,1
2019-12-03,BINGIRIYA,1
2019-12-12,MADAPATHA,1
2019-06-15,COLOMBO 7,8
2019-10-18,NEGAMPAHA,1
2020-04-20,ABCDGE,1
2019-11-23,Kapugoda,6
2019-12-06,PELIYAGODA,1
2019-12-06,PANADURA,1
2019-12-26,PANNILA,1
2019-07-09,JA-ELA,1
2019-09-23,BORALESGAMUWA,1
2020-02-03,DEHIWALA,8
2020-04-27,COLOMBO,2
2019-09-16,WATTALA,5
2020-01-03,MOUNT LAVINIA,1
2019-06-10,COLOMBO 14,10
2019-07-01,WALAGAMBAHUWA,1
2019-07-08,EKALA,3
2019-07-13,DANKOTUWA,1
2019-08-13,KOTTE,1
2019-07-03,PILIYANDALA,1
2019-08-28,SEEDUWA,1
2019-11-20,MALABE,1
2019-11-27,COLOMBO 1,15
2020-05-27,COLOMBO 6,4
2019-08-03,Ekala,1
2020-01-25,WALGAMA MALWANA,2
2019-07-26,DELGODA,5
2019-07-27,KANDY,1
2019-09-16,NAWANA,1
2019-08-26,WATTALA,5
2019-11-29,RAJAGIRIYA,1
2019-07-04,COLOMBO 2,3
2019-09-21,COLOMBO 1,7
2019-09-27,MALWANA,4
2020-02-28,MAWANELLA,1
2019-07-31,JA-ELA,1
2019-12-03,GALLE,2
2019-10-18,BATTARAMULLA,3
2019-09-23,MALWANA,13
2019-12-27,KELANIYA,2
2020-01-25,MOUNT LAVINIA,1
2019-11-01,COLOMBO 6,2
2020-01-17,COLOMBO 11,2
2020-02-15,BADALGAMA,1
2020-03-03,BIYAGAMA,1
2019-08-02,MULLERIYAWA NEW TOWN,1
2019-11-04,COLOMBO 2,6
2019-11-22,MAWATHAGAMA,2
2020-04-01,COLOMBO 6,1
2019-06-05,BINGIRIYA,4
2019-06-06,PELIYAGODA,1
2019-12-16,ANURADHAPURA,2
2020-02-17,COLOMBO 1,14
2019-12-19,GONAWALA,1
2019-12-26,NUGEGODA,9
2019-10-31,YATIYANTOTA,1
2020-01-11,BATTARAMULLA,1
2020-04-24,RAJAGIRIYA,2
2019-06-17,MALWANA,10
2019-06-20,WELIVERIYA,1
2019-07-03,COLOMBO 6,1
2019-08-09,BIYAGAMA IPZ,7
2020-01-13,PANADURA,1
2020-02-13,KADAWATHA,2
2019-07-08,RATHMALANA,1
2019-11-29,COLOMBO 9,1
2020-02-21,KANDY,4
2020-02-27,PELIYAGODA,5
2020-03-13,COLOMBO 11,1
2020-01-06,GALLE,2
2020-03-17,"TALANGAMA ",1
2020-05-02,KALUTARA,1
2019-06-05,COLOMBO 3,54
2020-02-25,COLOMBO 11,1
2019-09-02,MALWANA,6
2019-10-12,KATUNAYAKE (FTZ),1
2019-10-25,JA-ELA,1
2019-10-14,BATTARAMULLA,5
2019-10-28,Ekala,3
2020-03-19,DEHIWALA,6
2019-06-03,MARAWILA,2
2019-07-06,WATTALA,8
2019-07-29,COLOMBO01,1
2019-08-05,BADALGAMA,7
2019-08-07,SEEDUWA,1
2019-09-20,COLOMBO 15,3
2019-10-29,MULLERIYAWA NEW TOWN,1
2019-11-07,ragama,1
2020-02-22,HOMAGAMA,2
2019-07-08,KOTUGODA,1
2019-07-12,NEGOMBO,4
2019-08-31,PELIYAGODA,1
2019-08-22,RATMALWALA,1
2020-01-18,23 25 rheinland place,1
2020-02-22,MEEGODA,1
2020-04-28,MAHARAGAMA,1
2020-05-15,GONAPINUWALA,1
2019-06-03,COLOMBO 7,3
2019-08-05,AKARAGAMA,2
2019-09-18,DEHIWALA,2
2019-08-10,KOCHCHIKADE,1
2019-10-04,KANDY,2
2019-12-09,BATTARAMULLA,2
2019-10-23,BORALESGAMUWA,1
2019-08-10,COLOMBO 15,1
2019-08-28,MAKOLA,2
2019-06-08,COLOMBO,72
2019-09-06,RAJAGIRIYA,4
2020-02-13,WELIGAMA,1
2019-10-02,GONAWALA,1
2019-11-13,KANDY,1
2019-11-18,GALLE,2
2019-11-21,COLOMBO 5,5
2019-06-07,COLOMBO 14,1
2019-07-04,RATMALANA,3
2019-11-21,Bepzbiyagams,1
2020-01-07,KELANIYA,2
2020-02-06,POLGAHAWELA,1
2020-02-22,COLOMBO 10,8
2020-02-22,COLOMBO 13,1
2019-10-18,KELANIYA,1
2019-12-30,MUNAGAMA,1
2019-06-27,COLOMBO 6,1
2020-01-13,PEPILIYANA,1
2019-09-11,KOTTE,3
2020-05-11,COLOMBO 10,1
2019-07-30,KELANIYA,1
2020-03-17,COLOMBO 3,102
2019-06-03,COLOMBO 14,1
2019-10-23,KADUWELA,1
2019-08-30,GAMPAHA,1
2020-02-07,COLOMBO 12,1
2020-05-13,GAMPAHA,1
2020-01-06,KALUTARA,2
2020-03-05,GONAWILA,1
2019-12-14,PUTTALAM,1
2019-06-22,PANNIPITIYA,3
2019-08-13,KADAWATHA,2
2019-11-27,COLOMBO 4,3
2019-07-26,MALWANA,6
2019-10-17,HOMAGAMA,3
2019-12-14,BALLAKETUWA,1
2020-05-20,MALWANA,4
2019-09-18,HABARADUWA,2
2019-06-17,COLOMBO 13,2
2020-03-10,MALWANA,15
2019-08-16,KEGALLE,1
2019-12-10,MORATUWA,1
2020-05-20,DELGODA,5
2019-12-12,GONAWALA,1
2019-12-23,NEGOMBO,4
2020-02-24,KALUTARA,1
2019-09-14,KELANIYA,9
2019-09-27,DELGODA,1
2019-09-28,KANDY,1
2019-11-11,MORATUWA,8
2020-03-27,COLOMBO,31
2019-09-18,KELANIYA,2
2020-05-21,COLOMBO,2
2019-12-10,THIMBIRIGASKATTUWA NEGOM,1
2020-02-28,KAPUGODA,1
2019-11-15,COLOMBO 7,4
2019-11-30,HOMAGAMA,1
2019-12-16,MAHAWAWA,1
2020-02-15,COLOMBO 15,2
2019-08-31,KULIYAPITIYA,1
2019-10-11,KURUNEGALA,1
2020-02-25,COLOMBO 8,1
2019-10-29,WATTALA,1
2020-05-28,COLOMBO 15,1
2019-11-09,PANNIPITIYA,3
2020-01-31,KADAWATHA,2
2019-11-18,JA ELA,1
2020-03-05,KANDANA,1
2019-07-15,MINUWANGODA,1
2019-10-05,COLOMBO,11
2019-10-17,KATUNAYAKE,8
2020-05-05,GALLE,1
2019-10-30,COLOMBO 14,1
2019-06-10,COLOMBO 11,9
2019-07-27,MATARA,2
2019-09-12,COLOMBO 8,1
2020-03-07,SANDALANKAWA,2
2019-08-05,ATHURUGIRIYA,1
2019-12-17,KANDANA,1
2019-07-08,RAGAMA,6
2019-11-09,WATTALA,7
2019-12-13,COLOMBO,29
2019-12-31,KATUNAYAKE,3
2019-09-06,PELIYAGODA,2
2019-12-19,SANDALANKAWA,2
2020-01-03,WATTALA,1
2019-09-09,GAMPAHA,2
2020-01-20,COLOMBO 9,6
2020-02-03,COLOMBO 14,5
2020-05-28,COLOMBO 2,11
2019-08-10,COLOMBO 2,9
2019-08-26,PANNIPITIYA,2
2019-10-04,MAHARAGAMA,1
2020-01-13,BADALGAMA,8
2020-04-18,COLOMBO 3,120
2020-03-07,KULIYAPITIYA,1
2020-05-28,COLOMBO 4,2
2019-07-12,PANADURA,4
2020-05-21,COLOMBO 9,1
2019-06-14,HANWELLA,1
2019-08-19,Ekala,5
2019-08-29,DEHIWALA,1
2019-12-27,KURUNEGALA,1
2019-07-22,GONAWALA,1
2020-01-11,KELANIYA,3
2020-01-27,COLOMBO 2,14
2020-01-11,NUGEGODA,4
2020-04-23,COLOMBO 14,3
2019-07-04,AVISSAWELLA,1
2019-10-03,CNB 2,1
2019-11-28,KOLONNAWA,1
2020-01-14,JAFFNA,1
2020-02-07,LOLUWAGODA,1
2019-09-21,AVISSAWELLA,1
2019-10-09,COLOMBO,11
2019-07-17,COLOMBO 12,1
2019-08-09,WATTALA,3
2019-10-14,KELANIYA,3
2019-10-19,KALUTARA,1
2020-01-23,KURUNEGALA,3
2020-05-14,MAHARAGAMA,1
2020-03-07,COLOMBO 7,3
2019-08-09,RATMALWALA,2
2019-11-16,HEIYANTHUDUWA,1
2019-10-22,COLOMBO 15,1
2019-06-01,COLOMBO 8,2
2019-08-10,COLOMBO 4,4
2019-11-09,KOHUWALA,1
2020-01-23,COLOMBO 12,2
2020-03-07,BORALESGAMUWA,2
2020-03-27,COLOMBO 1,21
2019-10-26,KATUNAYAKE (FTZ),5
2020-01-17,DIVULAPITIYA,2
2020-01-30,KURUNEGALA,4
2019-12-30,PILIYANDALA,1
2020-04-21,KOTTE,3
2020-06-01,RAGAMA,1
2019-09-09,COLOMBO 7,6
2019-12-02,COLOMBO WTC,1
2020-03-14,NAWALA,1
2019-12-07,COLOMBO 10,4
2020-01-29,BADALGAMA,1
2019-06-22,KOTTE,1
2019-09-19,GALLE,1
2019-11-22,HIKKADUWA,1
2020-02-07,KANDANA,2
2019-08-20,COLOMBO 12,2
2019-10-21,MALWANA,13
2019-08-13,TALAWATUGODA,1
2019-10-22,COLOMBO,3
2019-09-14,PILIYANDALA,2
2019-12-14,KOLONNAWA,1
2019-09-09,MALWANA,11
2020-02-14,BORALESGAMUWA,3
2020-04-27,COLOMBO 1,2
2019-09-23,BATRAMULA,1
2020-01-31,COLOMBO 11,1
2019-09-06,AMBATENNA,1
2019-12-02,COLOMBO 8,10
2019-09-06,MALABE,1
2019-09-14,KURUNEGALA,1
2019-10-04,COLOMBO 7,5
2020-04-30,Miriswatta,1
2019-07-29,SANDALANKAWA,1
2019-09-19,ANGULANA,1
2019-10-11,KATUNAYAKE (FTZ),2
2019-09-05,BORALESGAMUWA,2
2020-01-31,COLOMBO 14,5
2019-08-16,COLOMBO 15,1
2019-09-18,KURUNEGALA,1
2019-09-25,RANALA,1
2019-11-27,COLOMBO,6
2020-01-17,HIKKADUWA,1
2020-03-10,DEHIWALA,3
2019-06-20,KATUNAYAKE,5
2019-08-28,BATTARAMULLA,1
2019-11-19,KELANIYA,1
2019-12-21,COLOMBO 8,1
2020-01-23,NITTAMBUWA,1
2020-02-06,MALWANA,8
2019-10-21,IMBULGODA,1
2019-11-11,RAGAMA,3
2020-02-12,COLOMBO 4,1
2020-02-22,DEHIWALA,2
2020-03-11,COLOMBO 12,1
2019-12-21,TRINCOMALEE,1
2020-02-20,COLOMBO,22
2019-07-20,KANDY,1
2019-08-19,BADALGAMA,1
2019-08-31,RAJAGIRIYA,5
2020-02-29,NEBODA,1
2020-02-20,COLOMBO 11,2
2019-11-04,COLOMBO 4,7
2019-11-30,COLOMBO 10,11
2020-02-12,RATNAPURA,1
2019-06-21,RATMALANA,2
2019-10-25,NITTAMBUWA,1
2019-12-16,COLOMBO 1,13
2019-12-20,ragama,1
2019-12-23,PANNIPITIYA,2
2020-02-20,COLOMBO 14,1
2020-02-28,GAMPAHA,5
2020-05-02,NUGEGODA,3
2019-09-23,GAMPAHA,6
2019-08-15,BORALESGAMUWA,1
2019-06-01,COLOMBO,51
2019-07-26,MIRIGAMA,1
2019-08-13,RATMALWALA,1
2020-05-27,KOCHCHIKADE,6
2019-11-02,POLGAHAWELA,1
2019-11-23,COLOMBO 11,4
2019-08-22,AKURANA,1
2019-09-25,ANGODA,1
2020-02-22,KATUNAYAKE,11
2019-12-04,KATUNAYAKE (FTZ),2
2020-05-12,NUGEGODA,4
2019-12-05,NEGOMBO,1
2019-11-04,TALAWATUGODA,1
2019-11-09,NEGOMBO,1
2019-11-25,Nitabuwa,1
2020-02-13,KOLONNAWA,1
2020-02-27,COLOMBO 7,7
2020-04-25,COLOMBO 7,2
2019-10-29,NITTAMBUWA,1
2019-07-25,HANWELLA,1
2020-05-18,Rathamalana,2
2019-07-02,KATUNAYAKE,1
2020-03-02,COLOMBO 14,5
2020-01-20,COLOMBO 8,9
2019-06-12,KELANIYA,2
2019-07-25,COLOMBO 3,50
2019-08-10,COLOMBO 6,5
2019-08-22,Seethawaka,1
2019-06-21,AVISSAWELLA,1
2019-10-18,MAKOLA,1
2020-03-17,HANWELLA,2
2020-01-20,RANALA,1
2019-08-05,MALABE,4
2019-08-29,RATMALE,1
2020-03-03,MULLERIYAWA NEW TOWN,1
2020-03-12,COLOMBO 10,9
2019-07-27,PELIYAGODA,2
2019-07-31,NITTAMBUWA,1
2020-01-29,Rathnaramana,1
2019-08-31,COLOMBO 7,5
2019-10-07,ETUL KOTTE 0094,1
2020-04-18,PADUKKA,1
2019-06-10,PELAWATTA,1
2020-01-02,COLOMBO 6,1
2019-11-11,SANDALANKAWA,3
2019-11-25,NITTAMBUWA,5
2020-03-06,COLOMBO,18
2019-11-18,POLONNARUWA,1
2020-04-27,KADUWELA,1
2020-05-19,Rathamalana,5
2019-06-13,COLOMBO 3,49
2020-05-21,COLOMBO 8,3
2019-06-08,WENNAPPUWA,1
2019-07-20,COLOMBO 3,47
2019-07-30,NAWALA,1
2019-12-26,GALLE,1
2019-09-05,COLOMBO 14,3
2019-11-29,MAHAWEWA,1
2020-01-31,RATMALE,1
2019-09-09,COLOMBO 14,7
2020-05-26,COLOMBO 5,13
2019-08-22,BIYAGAMA IPZ,1
2019-10-11,COLOMBO 2,7
2019-08-12,MALWANA,3
2019-08-31,NEGOMBO,5
2019-09-28,RAJAGIRIYA,1
2019-10-14,MAKOLA,1
2020-01-31,GAMPAHA,4
2020-02-20,GAMPAHA,5
2020-05-14,MEEGODA,1
2019-06-22,KADAWATHA,5
2019-08-29,BATTARAMULLA,3
2019-11-18,MORATUWA,3
2020-02-27,KANDY,2
2019-07-08,UDUGAMPOLA,1
2019-06-27,POLGASOWITA,1
2019-11-18,NUGEGODA,14
2019-11-23,KOTTE,1
2019-12-16,GAMPAHA,2
2019-11-04,RATMALWALA,2
2019-11-04,PILIYANDALA,4
2019-11-04,BANDARAGAMA,1
2019-11-19,BATTARAMULLA,2
2019-09-12,Ekala,4
2019-10-07,JAYANTHIPURA,1
2020-04-20,bepzbiyagama,5
2020-05-08,COLOMBO 3,2
2020-03-12,KALUTARA,1
2019-08-13,PILIYANDALA,1
2020-01-11,KATUWELLEGAMA,1
2019-12-19,COLOMBO 7,10
2019-12-27,COLOMBO 2,1
2020-04-23,Rathamalana,8
2019-06-19,COLOMBO 5,1
2019-12-13,COLOMBO 11,5
2020-03-27,AGALAWATTA,1
2020-04-21,MULLERIYAWA NEW TOWN,2
2020-05-21,KANDY,4
2019-10-31,PANADURA,2
2020-05-12,JAFFNA,1
2020-05-21,BIYAGAMA,4
2019-06-17,COLOMBO 3,70
2019-07-05,KATUNAYAKE,18
2019-08-15,MOUNT LAVINIA,2
2020-05-05,KATUNAYAKE,13
2019-07-09,NITTAMBUWA,1
2019-11-08,COLOMBO 15,1
2020-01-25,MULLERIYAWA NEW TOWN,1
2020-02-18,BIYAGAMA,1
2020-04-22,bepzbiyaga,1
2020-05-11,DEHIWALA,2
2019-09-20,ATTIDIYA,2
2019-11-21,GAMPAHA,1
2019-12-16,GANEMULLA,1
2020-03-06,COLOMBO 1,7
2020-04-23,MINUWANGODA,1
2019-12-30,KELANIYA,1
2020-01-20,KANDY,1
2019-06-15,DELGODA,1
2019-12-03,KATUNAYAKE,4
2019-12-20,PELIYAGODA,2
2020-02-01,COLOMBO 3,9
2020-02-26,HOKANDARA,1
2019-07-15,COLOMBO 11,10
